SEQN,CYCLE,RIAGENDR,RIDAGEYR
110981.0,2017-2020,2.0,39.0
110984.0,2017-2020,2.0,44.0
110995.0,2017-2020,2.0,28.0
110998.0,2017-2020,2.0,25.0
110999.0,2017-2020,2.0,25.0
111003.0,2017-2020,2.0,23.0
111011.0,2017-2020,2.0,47.0
111015.0,2017-2020,2.0,16.0
111032.0,2017-2020,2.0,47.0
111039.0,2017-2020,2.0,44.0
111040.0,2017-2020,2.0,48.0
111058.0,2017-2020,2.0,32.0
111060.0,2017-2020,2.0,23.0
111065.0,2017-2020,2.0,48.0
111066.0,2017-2020,2.0,16.0
111073.0,2017-2020,2.0,18.0
111079.0,2017-2020,2.0,31.0
111082.0,2017-2020,2.0,17.0
111085.0,2017-2020,2.0,22.0
111089.0,2017-2020,2.0,39.0
111090.0,2017-2020,2.0,15.0
111091.0,2017-2020,2.0,15.0
111096.0,2017-2020,2.0,32.0
111107.0,2017-2020,2.0,31.0
111110.0,2017-2020,2.0,45.0
111124.0,2017-2020,2.0,24.0
111126.0,2017-2020,2.0,26.0
111127.0,2017-2020,2.0,13.0
111131.0,2017-2020,2.0,17.0
111133.0,2017-2020,2.0,48.0
111149.0,2017-2020,2.0,43.0
111152.0,2017-2020,2.0,31.0
111154.0,2017-2020,2.0,26.0
111161.0,2017-2020,2.0,19.0
111162.0,2017-2020,2.0,43.0
111168.0,2017-2020,2.0,44.0
111171.0,2017-2020,2.0,35.0
111175.0,2017-2020,2.0,46.0
111189.0,2017-2020,2.0,36.0
111191.0,2017-2020,2.0,41.0
111197.0,2017-2020,2.0,27.0
111199.0,2017-2020,2.0,47.0
111204.0,2017-2020,2.0,32.0
111208.0,2017-2020,2.0,36.0
111209.0,2017-2020,2.0,31.0
111219.0,2017-2020,2.0,31.0
111224.0,2017-2020,2.0,25.0
111235.0,2017-2020,2.0,45.0
111244.0,2017-2020,2.0,22.0
111265.0,2017-2020,2.0,18.0
111271.0,2017-2020,2.0,28.0
111283.0,2017-2020,2.0,42.0
111285.0,2017-2020,2.0,16.0
111295.0,2017-2020,2.0,15.0
111296.0,2017-2020,2.0,40.0
111301.0,2017-2020,2.0,35.0
111317.0,2017-2020,2.0,45.0
111320.0,2017-2020,2.0,43.0
111321.0,2017-2020,2.0,43.0
111330.0,2017-2020,2.0,19.0
111349.0,2017-2020,2.0,13.0
111365.0,2017-2020,2.0,34.0
111369.0,2017-2020,2.0,17.0
111370.0,2017-2020,2.0,34.0
111391.0,2017-2020,2.0,27.0
111396.0,2017-2020,2.0,47.0
111397.0,2017-2020,2.0,29.0
111400.0,2017-2020,2.0,28.0
111418.0,2017-2020,2.0,19.0
111430.0,2017-2020,2.0,28.0
111431.0,2017-2020,2.0,40.0
111436.0,2017-2020,2.0,44.0
111438.0,2017-2020,2.0,17.0
111440.0,2017-2020,2.0,48.0
111454.0,2017-2020,2.0,23.0
111465.0,2017-2020,2.0,19.0
111476.0,2017-2020,2.0,47.0
111477.0,2017-2020,2.0,16.0
111478.0,2017-2020,2.0,16.0
111485.0,2017-2020,2.0,15.0
111489.0,2017-2020,2.0,35.0
111492.0,2017-2020,2.0,42.0
111497.0,2017-2020,2.0,36.0
111504.0,2017-2020,2.0,32.0
111508.0,2017-2020,2.0,48.0
111509.0,2017-2020,2.0,16.0
111519.0,2017-2020,2.0,32.0
111521.0,2017-2020,2.0,12.0
111533.0,2017-2020,2.0,25.0
111534.0,2017-2020,2.0,32.0
111541.0,2017-2020,2.0,27.0
111543.0,2017-2020,2.0,30.0
111551.0,2017-2020,2.0,39.0
111555.0,2017-2020,2.0,29.0
111557.0,2017-2020,2.0,48.0
111561.0,2017-2020,2.0,28.0
111572.0,2017-2020,2.0,26.0
111575.0,2017-2020,2.0,37.0
111589.0,2017-2020,2.0,33.0
111590.0,2017-2020,2.0,40.0
111608.0,2017-2020,2.0,34.0
111613.0,2017-2020,2.0,40.0
111622.0,2017-2020,2.0,13.0
111623.0,2017-2020,2.0,27.0
111630.0,2017-2020,2.0,17.0
111633.0,2017-2020,2.0,42.0
111645.0,2017-2020,2.0,49.0
111646.0,2017-2020,2.0,30.0
111648.0,2017-2020,2.0,13.0
111650.0,2017-2020,2.0,32.0
111652.0,2017-2020,2.0,23.0
111666.0,2017-2020,2.0,41.0
111670.0,2017-2020,2.0,48.0
111673.0,2017-2020,2.0,25.0
111675.0,2017-2020,2.0,35.0
111676.0,2017-2020,2.0,24.0
111679.0,2017-2020,2.0,49.0
111681.0,2017-2020,2.0,15.0
111683.0,2017-2020,2.0,20.0
111684.0,2017-2020,2.0,15.0
111686.0,2017-2020,2.0,14.0
111688.0,2017-2020,2.0,36.0
111689.0,2017-2020,2.0,14.0
111692.0,2017-2020,2.0,38.0
111693.0,2017-2020,2.0,26.0
111694.0,2017-2020,2.0,14.0
111695.0,2017-2020,2.0,30.0
111700.0,2017-2020,2.0,46.0
111708.0,2017-2020,2.0,44.0
111710.0,2017-2020,2.0,22.0
111720.0,2017-2020,2.0,35.0
111724.0,2017-2020,2.0,31.0
111726.0,2017-2020,2.0,43.0
111731.0,2017-2020,2.0,21.0
111732.0,2017-2020,2.0,46.0
111744.0,2017-2020,2.0,41.0
111748.0,2017-2020,2.0,16.0
111756.0,2017-2020,2.0,16.0
111758.0,2017-2020,2.0,31.0
111762.0,2017-2020,2.0,41.0
111766.0,2017-2020,2.0,33.0
111773.0,2017-2020,2.0,18.0
111774.0,2017-2020,2.0,19.0
111778.0,2017-2020,2.0,32.0
111789.0,2017-2020,2.0,38.0
111801.0,2017-2020,2.0,35.0
111802.0,2017-2020,2.0,20.0
111808.0,2017-2020,2.0,22.0
111811.0,2017-2020,2.0,26.0
111817.0,2017-2020,2.0,13.0
111820.0,2017-2020,2.0,19.0
111822.0,2017-2020,2.0,14.0
111828.0,2017-2020,2.0,39.0
111830.0,2017-2020,2.0,18.0
111833.0,2017-2020,2.0,26.0
111845.0,2017-2020,2.0,34.0
111846.0,2017-2020,2.0,23.0
111850.0,2017-2020,2.0,42.0
111859.0,2017-2020,2.0,39.0
111868.0,2017-2020,2.0,48.0
111869.0,2017-2020,2.0,44.0
111871.0,2017-2020,2.0,43.0
111872.0,2017-2020,2.0,38.0
111887.0,2017-2020,2.0,29.0
111923.0,2017-2020,2.0,40.0
111926.0,2017-2020,2.0,13.0
111928.0,2017-2020,2.0,46.0
111931.0,2017-2020,2.0,15.0
111935.0,2017-2020,2.0,48.0
111936.0,2017-2020,2.0,13.0
111944.0,2017-2020,2.0,32.0
111946.0,2017-2020,2.0,29.0
111951.0,2017-2020,2.0,19.0
111952.0,2017-2020,2.0,17.0
111953.0,2017-2020,2.0,16.0
111955.0,2017-2020,2.0,17.0
111958.0,2017-2020,2.0,38.0
111960.0,2017-2020,2.0,41.0
111963.0,2017-2020,2.0,20.0
111964.0,2017-2020,2.0,15.0
111970.0,2017-2020,2.0,35.0
111972.0,2017-2020,2.0,37.0
111979.0,2017-2020,2.0,20.0
111980.0,2017-2020,2.0,47.0
111982.0,2017-2020,2.0,25.0
111989.0,2017-2020,2.0,15.0
111991.0,2017-2020,2.0,44.0
112002.0,2017-2020,2.0,33.0
112013.0,2017-2020,2.0,14.0
112017.0,2017-2020,2.0,14.0
112020.0,2017-2020,2.0,20.0
112023.0,2017-2020,2.0,41.0
112033.0,2017-2020,2.0,17.0
112034.0,2017-2020,2.0,21.0
112055.0,2017-2020,2.0,39.0
112059.0,2017-2020,2.0,43.0
112061.0,2017-2020,2.0,13.0
112063.0,2017-2020,2.0,41.0
112077.0,2017-2020,2.0,25.0
112085.0,2017-2020,2.0,20.0
112088.0,2017-2020,2.0,26.0
112110.0,2017-2020,2.0,37.0
112118.0,2017-2020,2.0,34.0
112119.0,2017-2020,2.0,15.0
112120.0,2017-2020,2.0,20.0
112122.0,2017-2020,2.0,22.0
112139.0,2017-2020,2.0,33.0
112145.0,2017-2020,2.0,41.0
112148.0,2017-2020,2.0,32.0
112156.0,2017-2020,2.0,43.0
112158.0,2017-2020,2.0,33.0
112161.0,2017-2020,2.0,45.0
112164.0,2017-2020,2.0,40.0
112166.0,2017-2020,2.0,13.0
112172.0,2017-2020,2.0,17.0
112183.0,2017-2020,2.0,34.0
112196.0,2017-2020,2.0,12.0
112198.0,2017-2020,2.0,48.0
112201.0,2017-2020,2.0,24.0
112203.0,2017-2020,2.0,17.0
112209.0,2017-2020,2.0,39.0
112213.0,2017-2020,2.0,39.0
112228.0,2017-2020,2.0,27.0
112229.0,2017-2020,2.0,15.0
112231.0,2017-2020,2.0,19.0
112232.0,2017-2020,2.0,15.0
112235.0,2017-2020,2.0,40.0
112236.0,2017-2020,2.0,36.0
112239.0,2017-2020,2.0,38.0
112248.0,2017-2020,2.0,32.0
112251.0,2017-2020,2.0,27.0
112255.0,2017-2020,2.0,14.0
112267.0,2017-2020,2.0,13.0
112273.0,2017-2020,2.0,21.0
112275.0,2017-2020,2.0,46.0
112284.0,2017-2020,2.0,30.0
112288.0,2017-2020,2.0,39.0
112295.0,2017-2020,2.0,49.0
112302.0,2017-2020,2.0,12.0
112308.0,2017-2020,2.0,29.0
112309.0,2017-2020,2.0,39.0
112311.0,2017-2020,2.0,15.0
112319.0,2017-2020,2.0,33.0
112320.0,2017-2020,2.0,48.0
112329.0,2017-2020,2.0,32.0
112330.0,2017-2020,2.0,37.0
112340.0,2017-2020,2.0,45.0
112341.0,2017-2020,2.0,29.0
112350.0,2017-2020,2.0,48.0
112356.0,2017-2020,2.0,21.0
112357.0,2017-2020,2.0,28.0
112362.0,2017-2020,2.0,40.0
112370.0,2017-2020,2.0,40.0
112371.0,2017-2020,2.0,23.0
112377.0,2017-2020,2.0,44.0
112382.0,2017-2020,2.0,32.0
112388.0,2017-2020,2.0,18.0
112394.0,2017-2020,2.0,49.0
112412.0,2017-2020,2.0,40.0
112415.0,2017-2020,2.0,47.0
112420.0,2017-2020,2.0,18.0
112429.0,2017-2020,2.0,17.0
112431.0,2017-2020,2.0,22.0
112432.0,2017-2020,2.0,33.0
112436.0,2017-2020,2.0,24.0
112438.0,2017-2020,2.0,33.0
112443.0,2017-2020,2.0,12.0
112469.0,2017-2020,2.0,45.0
112477.0,2017-2020,2.0,34.0
112478.0,2017-2020,2.0,14.0
112479.0,2017-2020,2.0,18.0
112496.0,2017-2020,2.0,14.0
112529.0,2017-2020,2.0,17.0
112533.0,2017-2020,2.0,15.0
112538.0,2017-2020,2.0,46.0
112540.0,2017-2020,2.0,26.0
112544.0,2017-2020,2.0,28.0
112546.0,2017-2020,2.0,37.0
112553.0,2017-2020,2.0,37.0
112556.0,2017-2020,2.0,29.0
112558.0,2017-2020,2.0,16.0
112562.0,2017-2020,2.0,49.0
112563.0,2017-2020,2.0,44.0
112566.0,2017-2020,2.0,48.0
112569.0,2017-2020,2.0,46.0
112573.0,2017-2020,2.0,12.0
112579.0,2017-2020,2.0,24.0
112581.0,2017-2020,2.0,49.0
112582.0,2017-2020,2.0,49.0
112586.0,2017-2020,2.0,46.0
112587.0,2017-2020,2.0,21.0
112588.0,2017-2020,2.0,12.0
112590.0,2017-2020,2.0,43.0
112599.0,2017-2020,2.0,18.0
112605.0,2017-2020,2.0,35.0
112606.0,2017-2020,2.0,48.0
112608.0,2017-2020,2.0,44.0
112619.0,2017-2020,2.0,37.0
112622.0,2017-2020,2.0,43.0
112632.0,2017-2020,2.0,19.0
112643.0,2017-2020,2.0,35.0
112645.0,2017-2020,2.0,19.0
112650.0,2017-2020,2.0,43.0
112661.0,2017-2020,2.0,45.0
112662.0,2017-2020,2.0,12.0
112664.0,2017-2020,2.0,45.0
112666.0,2017-2020,2.0,36.0
112668.0,2017-2020,2.0,14.0
112684.0,2017-2020,2.0,39.0
112685.0,2017-2020,2.0,48.0
112688.0,2017-2020,2.0,12.0
112698.0,2017-2020,2.0,12.0
112702.0,2017-2020,2.0,25.0
112706.0,2017-2020,2.0,37.0
112714.0,2017-2020,2.0,36.0
112716.0,2017-2020,2.0,33.0
112720.0,2017-2020,2.0,29.0
112724.0,2017-2020,2.0,19.0
112730.0,2017-2020,2.0,12.0
112733.0,2017-2020,2.0,35.0
112740.0,2017-2020,2.0,48.0
112745.0,2017-2020,2.0,17.0
112750.0,2017-2020,2.0,14.0
112773.0,2017-2020,2.0,42.0
112776.0,2017-2020,2.0,13.0
112784.0,2017-2020,2.0,16.0
112793.0,2017-2020,2.0,19.0
112795.0,2017-2020,2.0,14.0
112797.0,2017-2020,2.0,48.0
112815.0,2017-2020,2.0,26.0
112817.0,2017-2020,2.0,20.0
112825.0,2017-2020,2.0,14.0
112831.0,2017-2020,2.0,18.0
112834.0,2017-2020,2.0,45.0
112837.0,2017-2020,2.0,29.0
112839.0,2017-2020,2.0,28.0
112847.0,2017-2020,2.0,23.0
112849.0,2017-2020,2.0,32.0
112854.0,2017-2020,2.0,12.0
112856.0,2017-2020,2.0,16.0
112864.0,2017-2020,2.0,28.0
112869.0,2017-2020,2.0,24.0
112872.0,2017-2020,2.0,12.0
112877.0,2017-2020,2.0,37.0
112881.0,2017-2020,2.0,42.0
112882.0,2017-2020,2.0,26.0
112884.0,2017-2020,2.0,27.0
112888.0,2017-2020,2.0,36.0
112892.0,2017-2020,2.0,17.0
112896.0,2017-2020,2.0,13.0
112899.0,2017-2020,2.0,18.0
112900.0,2017-2020,2.0,42.0
112902.0,2017-2020,2.0,35.0
112905.0,2017-2020,2.0,13.0
112929.0,2017-2020,2.0,48.0
112931.0,2017-2020,2.0,42.0
112941.0,2017-2020,2.0,38.0
112949.0,2017-2020,2.0,47.0
112958.0,2017-2020,2.0,31.0
112960.0,2017-2020,2.0,38.0
112962.0,2017-2020,2.0,24.0
112965.0,2017-2020,2.0,30.0
112972.0,2017-2020,2.0,26.0
112981.0,2017-2020,2.0,36.0
112983.0,2017-2020,2.0,28.0
112996.0,2017-2020,2.0,13.0
113009.0,2017-2020,2.0,44.0
113023.0,2017-2020,2.0,38.0
113027.0,2017-2020,2.0,24.0
113030.0,2017-2020,2.0,44.0
113033.0,2017-2020,2.0,28.0
113041.0,2017-2020,2.0,31.0
113043.0,2017-2020,2.0,13.0
113055.0,2017-2020,2.0,27.0
113056.0,2017-2020,2.0,19.0
113059.0,2017-2020,2.0,32.0
113061.0,2017-2020,2.0,33.0
113066.0,2017-2020,2.0,23.0
113068.0,2017-2020,2.0,25.0
113078.0,2017-2020,2.0,32.0
113079.0,2017-2020,2.0,17.0
113081.0,2017-2020,2.0,14.0
113082.0,2017-2020,2.0,47.0
113083.0,2017-2020,2.0,43.0
113084.0,2017-2020,2.0,16.0
113091.0,2017-2020,2.0,47.0
113092.0,2017-2020,2.0,44.0
113099.0,2017-2020,2.0,13.0
113113.0,2017-2020,2.0,41.0
113117.0,2017-2020,2.0,48.0
113123.0,2017-2020,2.0,33.0
113125.0,2017-2020,2.0,44.0
113142.0,2017-2020,2.0,46.0
113169.0,2017-2020,2.0,27.0
113174.0,2017-2020,2.0,13.0
113178.0,2017-2020,2.0,46.0
113182.0,2017-2020,2.0,28.0
113187.0,2017-2020,2.0,22.0
113190.0,2017-2020,2.0,15.0
113197.0,2017-2020,2.0,24.0
113205.0,2017-2020,2.0,17.0
113208.0,2017-2020,2.0,15.0
113213.0,2017-2020,2.0,43.0
113215.0,2017-2020,2.0,25.0
113220.0,2017-2020,2.0,37.0
113233.0,2017-2020,2.0,41.0
113243.0,2017-2020,2.0,15.0
113249.0,2017-2020,2.0,43.0
113260.0,2017-2020,2.0,16.0
113266.0,2017-2020,2.0,44.0
113271.0,2017-2020,2.0,49.0
113297.0,2017-2020,2.0,14.0
113300.0,2017-2020,2.0,47.0
113302.0,2017-2020,2.0,18.0
113310.0,2017-2020,2.0,34.0
113328.0,2017-2020,2.0,18.0
113329.0,2017-2020,2.0,17.0
113332.0,2017-2020,2.0,26.0
113337.0,2017-2020,2.0,40.0
113347.0,2017-2020,2.0,47.0
113350.0,2017-2020,2.0,26.0
113364.0,2017-2020,2.0,38.0
113365.0,2017-2020,2.0,34.0
113366.0,2017-2020,2.0,26.0
113374.0,2017-2020,2.0,22.0
113381.0,2017-2020,2.0,31.0
113384.0,2017-2020,2.0,40.0
113386.0,2017-2020,2.0,24.0
113391.0,2017-2020,2.0,37.0
113396.0,2017-2020,2.0,28.0
113398.0,2017-2020,2.0,49.0
113401.0,2017-2020,2.0,21.0
113406.0,2017-2020,2.0,26.0
113409.0,2017-2020,2.0,30.0
113413.0,2017-2020,2.0,32.0
113415.0,2017-2020,2.0,30.0
113418.0,2017-2020,2.0,29.0
113422.0,2017-2020,2.0,16.0
113435.0,2017-2020,2.0,21.0
113436.0,2017-2020,2.0,47.0
113441.0,2017-2020,2.0,14.0
113445.0,2017-2020,2.0,37.0
113449.0,2017-2020,2.0,13.0
113451.0,2017-2020,2.0,45.0
113464.0,2017-2020,2.0,20.0
113470.0,2017-2020,2.0,29.0
113472.0,2017-2020,2.0,48.0
113478.0,2017-2020,2.0,31.0
113486.0,2017-2020,2.0,27.0
113491.0,2017-2020,2.0,38.0
113494.0,2017-2020,2.0,25.0
113495.0,2017-2020,2.0,13.0
113497.0,2017-2020,2.0,13.0
113504.0,2017-2020,2.0,30.0
113505.0,2017-2020,2.0,29.0
113507.0,2017-2020,2.0,19.0
113512.0,2017-2020,2.0,17.0
113513.0,2017-2020,2.0,18.0
113531.0,2017-2020,2.0,25.0
113532.0,2017-2020,2.0,43.0
113543.0,2017-2020,2.0,35.0
113551.0,2017-2020,2.0,37.0
113556.0,2017-2020,2.0,23.0
113557.0,2017-2020,2.0,13.0
113564.0,2017-2020,2.0,14.0
113565.0,2017-2020,2.0,46.0
113577.0,2017-2020,2.0,42.0
113579.0,2017-2020,2.0,14.0
113583.0,2017-2020,2.0,33.0
113592.0,2017-2020,2.0,16.0
113593.0,2017-2020,2.0,18.0
113595.0,2017-2020,2.0,13.0
113611.0,2017-2020,2.0,14.0
113613.0,2017-2020,2.0,20.0
113618.0,2017-2020,2.0,12.0
113620.0,2017-2020,2.0,48.0
113626.0,2017-2020,2.0,14.0
113628.0,2017-2020,2.0,37.0
113637.0,2017-2020,2.0,35.0
113641.0,2017-2020,2.0,24.0
113644.0,2017-2020,2.0,19.0
113645.0,2017-2020,2.0,15.0
113646.0,2017-2020,2.0,47.0
113654.0,2017-2020,2.0,19.0
113658.0,2017-2020,2.0,37.0
113659.0,2017-2020,2.0,16.0
113661.0,2017-2020,2.0,24.0
113670.0,2017-2020,2.0,16.0
113673.0,2017-2020,2.0,18.0
113676.0,2017-2020,2.0,34.0
113677.0,2017-2020,2.0,33.0
113678.0,2017-2020,2.0,47.0
113680.0,2017-2020,2.0,36.0
113686.0,2017-2020,2.0,17.0
113687.0,2017-2020,2.0,45.0
113690.0,2017-2020,2.0,24.0
113692.0,2017-2020,2.0,23.0
113703.0,2017-2020,2.0,23.0
113705.0,2017-2020,2.0,18.0
113708.0,2017-2020,2.0,30.0
113711.0,2017-2020,2.0,14.0
113716.0,2017-2020,2.0,47.0
113721.0,2017-2020,2.0,13.0
113727.0,2017-2020,2.0,41.0
113731.0,2017-2020,2.0,26.0
113742.0,2017-2020,2.0,21.0
113743.0,2017-2020,2.0,18.0
113748.0,2017-2020,2.0,17.0
113752.0,2017-2020,2.0,13.0
113754.0,2017-2020,2.0,49.0
113759.0,2017-2020,2.0,15.0
113763.0,2017-2020,2.0,25.0
113769.0,2017-2020,2.0,36.0
113772.0,2017-2020,2.0,17.0
113783.0,2017-2020,2.0,12.0
113788.0,2017-2020,2.0,25.0
113791.0,2017-2020,2.0,24.0
113792.0,2017-2020,2.0,25.0
113794.0,2017-2020,2.0,35.0
113801.0,2017-2020,2.0,45.0
113806.0,2017-2020,2.0,15.0
113807.0,2017-2020,2.0,28.0
113808.0,2017-2020,2.0,32.0
113812.0,2017-2020,2.0,32.0
113820.0,2017-2020,2.0,35.0
113828.0,2017-2020,2.0,42.0
113829.0,2017-2020,2.0,15.0
113830.0,2017-2020,2.0,31.0
113844.0,2017-2020,2.0,41.0
113845.0,2017-2020,2.0,17.0
113849.0,2017-2020,2.0,18.0
113857.0,2017-2020,2.0,49.0
113868.0,2017-2020,2.0,37.0
113891.0,2017-2020,2.0,40.0
113899.0,2017-2020,2.0,37.0
113907.0,2017-2020,2.0,49.0
113914.0,2017-2020,2.0,18.0
113915.0,2017-2020,2.0,36.0
113924.0,2017-2020,2.0,41.0
113925.0,2017-2020,2.0,19.0
113928.0,2017-2020,2.0,34.0
113930.0,2017-2020,2.0,20.0
113946.0,2017-2020,2.0,22.0
113947.0,2017-2020,2.0,31.0
113951.0,2017-2020,2.0,36.0
113953.0,2017-2020,2.0,45.0
113954.0,2017-2020,2.0,47.0
113965.0,2017-2020,2.0,39.0
113969.0,2017-2020,2.0,24.0
113979.0,2017-2020,2.0,27.0
113980.0,2017-2020,2.0,43.0
113991.0,2017-2020,2.0,42.0
114000.0,2017-2020,2.0,14.0
114001.0,2017-2020,2.0,19.0
114004.0,2017-2020,2.0,16.0
114020.0,2017-2020,2.0,17.0
114022.0,2017-2020,2.0,14.0
114030.0,2017-2020,2.0,28.0
114033.0,2017-2020,2.0,13.0
114034.0,2017-2020,2.0,45.0
114048.0,2017-2020,2.0,30.0
114057.0,2017-2020,2.0,25.0
114060.0,2017-2020,2.0,25.0
114062.0,2017-2020,2.0,33.0
114068.0,2017-2020,2.0,32.0
114069.0,2017-2020,2.0,27.0
114075.0,2017-2020,2.0,24.0
114078.0,2017-2020,2.0,32.0
114093.0,2017-2020,2.0,44.0
114095.0,2017-2020,2.0,42.0
114099.0,2017-2020,2.0,33.0
114111.0,2017-2020,2.0,19.0
114114.0,2017-2020,2.0,49.0
114116.0,2017-2020,2.0,18.0
114124.0,2017-2020,2.0,36.0
114135.0,2017-2020,2.0,21.0
114157.0,2017-2020,2.0,41.0
114167.0,2017-2020,2.0,26.0
114171.0,2017-2020,2.0,29.0
114183.0,2017-2020,2.0,36.0
114187.0,2017-2020,2.0,24.0
114192.0,2017-2020,2.0,17.0
114195.0,2017-2020,2.0,46.0
114199.0,2017-2020,2.0,34.0
114222.0,2017-2020,2.0,42.0
114227.0,2017-2020,2.0,28.0
114229.0,2017-2020,2.0,46.0
114233.0,2017-2020,2.0,14.0
114239.0,2017-2020,2.0,20.0
114255.0,2017-2020,2.0,16.0
114272.0,2017-2020,2.0,27.0
114277.0,2017-2020,2.0,15.0
114284.0,2017-2020,2.0,16.0
114287.0,2017-2020,2.0,49.0
114294.0,2017-2020,2.0,28.0
114312.0,2017-2020,2.0,33.0
114314.0,2017-2020,2.0,21.0
114319.0,2017-2020,2.0,19.0
114327.0,2017-2020,2.0,39.0
114333.0,2017-2020,2.0,21.0
114338.0,2017-2020,2.0,40.0
114345.0,2017-2020,2.0,37.0
114355.0,2017-2020,2.0,42.0
114360.0,2017-2020,2.0,28.0
114362.0,2017-2020,2.0,15.0
114377.0,2017-2020,2.0,41.0
114385.0,2017-2020,2.0,23.0
114387.0,2017-2020,2.0,30.0
114405.0,2017-2020,2.0,36.0
114408.0,2017-2020,2.0,12.0
114411.0,2017-2020,2.0,16.0
114412.0,2017-2020,2.0,45.0
114422.0,2017-2020,2.0,38.0
114425.0,2017-2020,2.0,43.0
114427.0,2017-2020,2.0,48.0
114430.0,2017-2020,2.0,36.0
114437.0,2017-2020,2.0,18.0
114448.0,2017-2020,2.0,40.0
114449.0,2017-2020,2.0,48.0
114453.0,2017-2020,2.0,39.0
114466.0,2017-2020,2.0,27.0
114478.0,2017-2020,2.0,30.0
114479.0,2017-2020,2.0,13.0
114493.0,2017-2020,2.0,45.0
114496.0,2017-2020,2.0,16.0
114505.0,2017-2020,2.0,41.0
114506.0,2017-2020,2.0,15.0
114507.0,2017-2020,2.0,46.0
114510.0,2017-2020,2.0,32.0
114512.0,2017-2020,2.0,30.0
114520.0,2017-2020,2.0,43.0
114523.0,2017-2020,2.0,38.0
114533.0,2017-2020,2.0,23.0
114536.0,2017-2020,2.0,28.0
114538.0,2017-2020,2.0,46.0
114542.0,2017-2020,2.0,45.0
114546.0,2017-2020,2.0,45.0
114553.0,2017-2020,2.0,43.0
114555.0,2017-2020,2.0,45.0
114557.0,2017-2020,2.0,33.0
114559.0,2017-2020,2.0,33.0
114565.0,2017-2020,2.0,19.0
114576.0,2017-2020,2.0,35.0
114578.0,2017-2020,2.0,41.0
114590.0,2017-2020,2.0,33.0
114595.0,2017-2020,2.0,25.0
114597.0,2017-2020,2.0,21.0
114598.0,2017-2020,2.0,17.0
114599.0,2017-2020,2.0,16.0
114601.0,2017-2020,2.0,40.0
114602.0,2017-2020,2.0,19.0
114612.0,2017-2020,2.0,40.0
114615.0,2017-2020,2.0,19.0
114631.0,2017-2020,2.0,37.0
114632.0,2017-2020,2.0,49.0
114633.0,2017-2020,2.0,35.0
114634.0,2017-2020,2.0,32.0
114640.0,2017-2020,2.0,33.0
114641.0,2017-2020,2.0,26.0
114645.0,2017-2020,2.0,45.0
114647.0,2017-2020,2.0,44.0
114651.0,2017-2020,2.0,31.0
114660.0,2017-2020,2.0,26.0
114662.0,2017-2020,2.0,14.0
114669.0,2017-2020,2.0,38.0
114671.0,2017-2020,2.0,29.0
114677.0,2017-2020,2.0,41.0
114678.0,2017-2020,2.0,12.0
114684.0,2017-2020,2.0,16.0
114688.0,2017-2020,2.0,28.0
114689.0,2017-2020,2.0,17.0
114690.0,2017-2020,2.0,41.0
114691.0,2017-2020,2.0,34.0
114693.0,2017-2020,2.0,48.0
114695.0,2017-2020,2.0,38.0
114701.0,2017-2020,2.0,38.0
114709.0,2017-2020,2.0,34.0
114712.0,2017-2020,2.0,39.0
114714.0,2017-2020,2.0,12.0
114723.0,2017-2020,2.0,43.0
114728.0,2017-2020,2.0,40.0
114734.0,2017-2020,2.0,19.0
114748.0,2017-2020,2.0,17.0
114749.0,2017-2020,2.0,14.0
114750.0,2017-2020,2.0,13.0
114753.0,2017-2020,2.0,21.0
114759.0,2017-2020,2.0,25.0
114768.0,2017-2020,2.0,13.0
114772.0,2017-2020,2.0,35.0
114774.0,2017-2020,2.0,22.0
114775.0,2017-2020,2.0,44.0
114776.0,2017-2020,2.0,12.0
114785.0,2017-2020,2.0,28.0
114790.0,2017-2020,2.0,31.0
114802.0,2017-2020,2.0,41.0
114803.0,2017-2020,2.0,35.0
114806.0,2017-2020,2.0,32.0
114808.0,2017-2020,2.0,39.0
114809.0,2017-2020,2.0,33.0
114819.0,2017-2020,2.0,21.0
114848.0,2017-2020,2.0,39.0
114864.0,2017-2020,2.0,21.0
114868.0,2017-2020,2.0,39.0
114869.0,2017-2020,2.0,13.0
114870.0,2017-2020,2.0,34.0
114880.0,2017-2020,2.0,38.0
114889.0,2017-2020,2.0,39.0
114895.0,2017-2020,2.0,48.0
114907.0,2017-2020,2.0,36.0
114910.0,2017-2020,2.0,29.0
114911.0,2017-2020,2.0,43.0
114915.0,2017-2020,2.0,44.0
114931.0,2017-2020,2.0,40.0
114932.0,2017-2020,2.0,42.0
114943.0,2017-2020,2.0,19.0
114952.0,2017-2020,2.0,16.0
114954.0,2017-2020,2.0,32.0
114964.0,2017-2020,2.0,14.0
114970.0,2017-2020,2.0,34.0
114978.0,2017-2020,2.0,22.0
114984.0,2017-2020,2.0,31.0
114986.0,2017-2020,2.0,42.0
114987.0,2017-2020,2.0,12.0
114991.0,2017-2020,2.0,37.0
114993.0,2017-2020,2.0,36.0
114999.0,2017-2020,2.0,20.0
115002.0,2017-2020,2.0,13.0
115003.0,2017-2020,2.0,48.0
115004.0,2017-2020,2.0,23.0
115006.0,2017-2020,2.0,29.0
115009.0,2017-2020,2.0,17.0
115020.0,2017-2020,2.0,16.0
115023.0,2017-2020,2.0,35.0
115028.0,2017-2020,2.0,38.0
115033.0,2017-2020,2.0,12.0
