SEQN,CYCLE,RIAGENDR,RIDAGEYR
119414.0,2017-2020,2.0,12.0
119421.0,2017-2020,2.0,38.0
119424.0,2017-2020,2.0,20.0
119431.0,2017-2020,2.0,15.0
119437.0,2017-2020,2.0,48.0
119439.0,2017-2020,2.0,14.0
119443.0,2017-2020,2.0,18.0
119453.0,2017-2020,2.0,39.0
119462.0,2017-2020,2.0,35.0
119467.0,2017-2020,2.0,21.0
119468.0,2017-2020,2.0,13.0
119470.0,2017-2020,2.0,39.0
119474.0,2017-2020,2.0,12.0
119477.0,2017-2020,2.0,17.0
119480.0,2017-2020,2.0,34.0
119484.0,2017-2020,2.0,21.0
119485.0,2017-2020,2.0,21.0
119490.0,2017-2020,2.0,12.0
119494.0,2017-2020,2.0,48.0
119501.0,2017-2020,2.0,39.0
119508.0,2017-2020,2.0,37.0
119521.0,2017-2020,2.0,25.0
119523.0,2017-2020,2.0,25.0
119539.0,2017-2020,2.0,14.0
119541.0,2017-2020,2.0,49.0
119549.0,2017-2020,2.0,27.0
119566.0,2017-2020,2.0,17.0
119569.0,2017-2020,2.0,18.0
119579.0,2017-2020,2.0,29.0
119580.0,2017-2020,2.0,27.0
119583.0,2017-2020,2.0,22.0
119589.0,2017-2020,2.0,24.0
119590.0,2017-2020,2.0,44.0
119600.0,2017-2020,2.0,49.0
119601.0,2017-2020,2.0,16.0
119608.0,2017-2020,2.0,24.0
119609.0,2017-2020,2.0,24.0
119613.0,2017-2020,2.0,28.0
119622.0,2017-2020,2.0,47.0
119628.0,2017-2020,2.0,46.0
119635.0,2017-2020,2.0,38.0
119645.0,2017-2020,2.0,47.0
119646.0,2017-2020,2.0,36.0
119657.0,2017-2020,2.0,15.0
119661.0,2017-2020,2.0,17.0
119668.0,2017-2020,2.0,38.0
119672.0,2017-2020,2.0,24.0
119676.0,2017-2020,2.0,24.0
119679.0,2017-2020,2.0,35.0
119682.0,2017-2020,2.0,16.0
119689.0,2017-2020,2.0,36.0
119690.0,2017-2020,2.0,14.0
119693.0,2017-2020,2.0,37.0
119694.0,2017-2020,2.0,20.0
119696.0,2017-2020,2.0,45.0
119698.0,2017-2020,2.0,19.0
119705.0,2017-2020,2.0,21.0
119725.0,2017-2020,2.0,20.0
119736.0,2017-2020,2.0,16.0
119737.0,2017-2020,2.0,22.0
119745.0,2017-2020,2.0,45.0
119748.0,2017-2020,2.0,14.0
119753.0,2017-2020,2.0,46.0
119758.0,2017-2020,2.0,19.0
119759.0,2017-2020,2.0,36.0
119763.0,2017-2020,2.0,14.0
119771.0,2017-2020,2.0,14.0
119776.0,2017-2020,2.0,19.0
119780.0,2017-2020,2.0,42.0
119801.0,2017-2020,2.0,48.0
119810.0,2017-2020,2.0,20.0
119815.0,2017-2020,2.0,19.0
119816.0,2017-2020,2.0,19.0
119824.0,2017-2020,2.0,17.0
119830.0,2017-2020,2.0,33.0
119831.0,2017-2020,2.0,20.0
119832.0,2017-2020,2.0,41.0
119838.0,2017-2020,2.0,33.0
119841.0,2017-2020,2.0,45.0
119854.0,2017-2020,2.0,46.0
119862.0,2017-2020,2.0,12.0
119865.0,2017-2020,2.0,15.0
119869.0,2017-2020,2.0,19.0
119871.0,2017-2020,2.0,39.0
119875.0,2017-2020,2.0,36.0
119878.0,2017-2020,2.0,30.0
119879.0,2017-2020,2.0,42.0
119880.0,2017-2020,2.0,25.0
119882.0,2017-2020,2.0,26.0
119887.0,2017-2020,2.0,20.0
119892.0,2017-2020,2.0,24.0
119895.0,2017-2020,2.0,17.0
119896.0,2017-2020,2.0,43.0
119898.0,2017-2020,2.0,28.0
119901.0,2017-2020,2.0,30.0
119907.0,2017-2020,2.0,22.0
119908.0,2017-2020,2.0,19.0
119927.0,2017-2020,2.0,18.0
119929.0,2017-2020,2.0,18.0
119930.0,2017-2020,2.0,18.0
119935.0,2017-2020,2.0,38.0
119936.0,2017-2020,2.0,30.0
119937.0,2017-2020,2.0,37.0
119949.0,2017-2020,2.0,24.0
119953.0,2017-2020,2.0,29.0
119956.0,2017-2020,2.0,12.0
119957.0,2017-2020,2.0,16.0
119960.0,2017-2020,2.0,45.0
119970.0,2017-2020,2.0,36.0
119975.0,2017-2020,2.0,19.0
119978.0,2017-2020,2.0,29.0
119981.0,2017-2020,2.0,33.0
119984.0,2017-2020,2.0,41.0
119988.0,2017-2020,2.0,19.0
119989.0,2017-2020,2.0,33.0
120000.0,2017-2020,2.0,29.0
120009.0,2017-2020,2.0,14.0
120012.0,2017-2020,2.0,16.0
120017.0,2017-2020,2.0,45.0
120018.0,2017-2020,2.0,30.0
120020.0,2017-2020,2.0,18.0
120025.0,2017-2020,2.0,36.0
120033.0,2017-2020,2.0,20.0
120048.0,2017-2020,2.0,23.0
120053.0,2017-2020,2.0,23.0
120055.0,2017-2020,2.0,39.0
120065.0,2017-2020,2.0,23.0
120068.0,2017-2020,2.0,21.0
120076.0,2017-2020,2.0,45.0
120079.0,2017-2020,2.0,24.0
120084.0,2017-2020,2.0,33.0
120086.0,2017-2020,2.0,16.0
120087.0,2017-2020,2.0,31.0
120090.0,2017-2020,2.0,45.0
120099.0,2017-2020,2.0,18.0
120104.0,2017-2020,2.0,38.0
120106.0,2017-2020,2.0,30.0
120115.0,2017-2020,2.0,46.0
120129.0,2017-2020,2.0,37.0
120130.0,2017-2020,2.0,25.0
120135.0,2017-2020,2.0,17.0
120137.0,2017-2020,2.0,35.0
120138.0,2017-2020,2.0,15.0
120149.0,2017-2020,2.0,42.0
120153.0,2017-2020,2.0,23.0
120154.0,2017-2020,2.0,23.0
120160.0,2017-2020,2.0,27.0
120163.0,2017-2020,2.0,46.0
120171.0,2017-2020,2.0,47.0
120175.0,2017-2020,2.0,13.0
120179.0,2017-2020,2.0,23.0
120181.0,2017-2020,2.0,29.0
120184.0,2017-2020,2.0,12.0
120194.0,2017-2020,2.0,33.0
120200.0,2017-2020,2.0,14.0
120203.0,2017-2020,2.0,41.0
120230.0,2017-2020,2.0,20.0
120239.0,2017-2020,2.0,23.0
120256.0,2017-2020,2.0,17.0
120261.0,2017-2020,2.0,19.0
120262.0,2017-2020,2.0,40.0
120264.0,2017-2020,2.0,17.0
120268.0,2017-2020,2.0,47.0
120283.0,2017-2020,2.0,22.0
120290.0,2017-2020,2.0,34.0
120291.0,2017-2020,2.0,37.0
120294.0,2017-2020,2.0,12.0
120296.0,2017-2020,2.0,42.0
120302.0,2017-2020,2.0,17.0
120306.0,2017-2020,2.0,15.0
120313.0,2017-2020,2.0,37.0
120318.0,2017-2020,2.0,13.0
120325.0,2017-2020,2.0,21.0
120326.0,2017-2020,2.0,19.0
120331.0,2017-2020,2.0,23.0
120334.0,2017-2020,2.0,22.0
120335.0,2017-2020,2.0,24.0
120337.0,2017-2020,2.0,12.0
120355.0,2017-2020,2.0,23.0
120357.0,2017-2020,2.0,17.0
120365.0,2017-2020,2.0,15.0
120373.0,2017-2020,2.0,24.0
120385.0,2017-2020,2.0,17.0
120386.0,2017-2020,2.0,37.0
120392.0,2017-2020,2.0,27.0
120404.0,2017-2020,2.0,32.0
120414.0,2017-2020,2.0,22.0
120427.0,2017-2020,2.0,19.0
120428.0,2017-2020,2.0,45.0
120441.0,2017-2020,2.0,27.0
120451.0,2017-2020,2.0,21.0
120454.0,2017-2020,2.0,40.0
120458.0,2017-2020,2.0,18.0
120464.0,2017-2020,2.0,24.0
120481.0,2017-2020,2.0,30.0
120490.0,2017-2020,2.0,40.0
120494.0,2017-2020,2.0,31.0
120505.0,2017-2020,2.0,13.0
120512.0,2017-2020,2.0,46.0
120519.0,2017-2020,2.0,32.0
120523.0,2017-2020,2.0,38.0
120526.0,2017-2020,2.0,26.0
120529.0,2017-2020,2.0,21.0
120536.0,2017-2020,2.0,19.0
120553.0,2017-2020,2.0,32.0
120576.0,2017-2020,2.0,28.0
120581.0,2017-2020,2.0,37.0
120596.0,2017-2020,2.0,42.0
120598.0,2017-2020,2.0,29.0
120607.0,2017-2020,2.0,49.0
120624.0,2017-2020,2.0,38.0
120629.0,2017-2020,2.0,27.0
120631.0,2017-2020,2.0,48.0
120635.0,2017-2020,2.0,34.0
120638.0,2017-2020,2.0,13.0
120661.0,2017-2020,2.0,20.0
120675.0,2017-2020,2.0,45.0
120676.0,2017-2020,2.0,45.0
120684.0,2017-2020,2.0,26.0
120687.0,2017-2020,2.0,36.0
120696.0,2017-2020,2.0,39.0
120705.0,2017-2020,2.0,12.0
120716.0,2017-2020,2.0,15.0
120717.0,2017-2020,2.0,36.0
120723.0,2017-2020,2.0,38.0
120727.0,2017-2020,2.0,29.0
120731.0,2017-2020,2.0,36.0
120737.0,2017-2020,2.0,20.0
120751.0,2017-2020,2.0,19.0
120755.0,2017-2020,2.0,12.0
120766.0,2017-2020,2.0,12.0
120769.0,2017-2020,2.0,47.0
120771.0,2017-2020,2.0,15.0
120774.0,2017-2020,2.0,22.0
120778.0,2017-2020,2.0,30.0
120780.0,2017-2020,2.0,40.0
120784.0,2017-2020,2.0,49.0
120804.0,2017-2020,2.0,40.0
120805.0,2017-2020,2.0,13.0
120810.0,2017-2020,2.0,20.0
120811.0,2017-2020,2.0,14.0
120819.0,2017-2020,2.0,31.0
120820.0,2017-2020,2.0,13.0
120837.0,2017-2020,2.0,38.0
120842.0,2017-2020,2.0,30.0
120848.0,2017-2020,2.0,32.0
120852.0,2017-2020,2.0,13.0
120866.0,2017-2020,2.0,17.0
120874.0,2017-2020,2.0,32.0
120875.0,2017-2020,2.0,41.0
120877.0,2017-2020,2.0,12.0
120880.0,2017-2020,2.0,18.0
120889.0,2017-2020,2.0,39.0
120894.0,2017-2020,2.0,22.0
120895.0,2017-2020,2.0,14.0
120897.0,2017-2020,2.0,44.0
120901.0,2017-2020,2.0,43.0
120908.0,2017-2020,2.0,22.0
120921.0,2017-2020,2.0,22.0
120947.0,2017-2020,2.0,13.0
120951.0,2017-2020,2.0,17.0
120971.0,2017-2020,2.0,41.0
120975.0,2017-2020,2.0,17.0
120980.0,2017-2020,2.0,14.0
120984.0,2017-2020,2.0,39.0
120990.0,2017-2020,2.0,18.0
120995.0,2017-2020,2.0,19.0
121004.0,2017-2020,2.0,14.0
121008.0,2017-2020,2.0,46.0
121012.0,2017-2020,2.0,22.0
121022.0,2017-2020,2.0,39.0
121027.0,2017-2020,2.0,20.0
121030.0,2017-2020,2.0,29.0
121032.0,2017-2020,2.0,23.0
121033.0,2017-2020,2.0,19.0
121037.0,2017-2020,2.0,46.0
121052.0,2017-2020,2.0,24.0
121063.0,2017-2020,2.0,42.0
121070.0,2017-2020,2.0,43.0
121071.0,2017-2020,2.0,21.0
121076.0,2017-2020,2.0,18.0
121082.0,2017-2020,2.0,48.0
121088.0,2017-2020,2.0,31.0
121090.0,2017-2020,2.0,17.0
121091.0,2017-2020,2.0,18.0
121092.0,2017-2020,2.0,40.0
121114.0,2017-2020,2.0,29.0
121116.0,2017-2020,2.0,42.0
121119.0,2017-2020,2.0,16.0
121137.0,2017-2020,2.0,15.0
121149.0,2017-2020,2.0,43.0
121162.0,2017-2020,2.0,42.0
121164.0,2017-2020,2.0,16.0
121171.0,2017-2020,2.0,49.0
121177.0,2017-2020,2.0,18.0
121185.0,2017-2020,2.0,47.0
121188.0,2017-2020,2.0,35.0
121189.0,2017-2020,2.0,12.0
121192.0,2017-2020,2.0,18.0
121194.0,2017-2020,2.0,39.0
121198.0,2017-2020,2.0,19.0
121199.0,2017-2020,2.0,24.0
121200.0,2017-2020,2.0,49.0
121208.0,2017-2020,2.0,40.0
121211.0,2017-2020,2.0,37.0
121213.0,2017-2020,2.0,24.0
121215.0,2017-2020,2.0,32.0
121225.0,2017-2020,2.0,13.0
121228.0,2017-2020,2.0,29.0
121238.0,2017-2020,2.0,14.0
121240.0,2017-2020,2.0,44.0
121242.0,2017-2020,2.0,41.0
121246.0,2017-2020,2.0,48.0
121255.0,2017-2020,2.0,33.0
121256.0,2017-2020,2.0,23.0
121258.0,2017-2020,2.0,18.0
121259.0,2017-2020,2.0,35.0
121261.0,2017-2020,2.0,19.0
121267.0,2017-2020,2.0,14.0
121276.0,2017-2020,2.0,35.0
121279.0,2017-2020,2.0,28.0
121286.0,2017-2020,2.0,29.0
121288.0,2017-2020,2.0,14.0
121293.0,2017-2020,2.0,25.0
121297.0,2017-2020,2.0,17.0
121300.0,2017-2020,2.0,14.0
121308.0,2017-2020,2.0,41.0
121311.0,2017-2020,2.0,38.0
121319.0,2017-2020,2.0,47.0
121324.0,2017-2020,2.0,27.0
121335.0,2017-2020,2.0,26.0
121340.0,2017-2020,2.0,37.0
121343.0,2017-2020,2.0,45.0
121345.0,2017-2020,2.0,34.0
121348.0,2017-2020,2.0,49.0
121350.0,2017-2020,2.0,42.0
121361.0,2017-2020,2.0,40.0
121364.0,2017-2020,2.0,27.0
121374.0,2017-2020,2.0,45.0
121378.0,2017-2020,2.0,45.0
121381.0,2017-2020,2.0,23.0
121382.0,2017-2020,2.0,38.0
121394.0,2017-2020,2.0,43.0
121399.0,2017-2020,2.0,17.0
121400.0,2017-2020,2.0,33.0
121401.0,2017-2020,2.0,35.0
121405.0,2017-2020,2.0,37.0
121409.0,2017-2020,2.0,15.0
121422.0,2017-2020,2.0,31.0
121424.0,2017-2020,2.0,49.0
121425.0,2017-2020,2.0,41.0
121429.0,2017-2020,2.0,39.0
121431.0,2017-2020,2.0,19.0
121434.0,2017-2020,2.0,13.0
121441.0,2017-2020,2.0,20.0
121461.0,2017-2020,2.0,45.0
121476.0,2017-2020,2.0,44.0
121478.0,2017-2020,2.0,13.0
121479.0,2017-2020,2.0,22.0
121483.0,2017-2020,2.0,18.0
121486.0,2017-2020,2.0,35.0
121488.0,2017-2020,2.0,26.0
121490.0,2017-2020,2.0,30.0
121500.0,2017-2020,2.0,30.0
121505.0,2017-2020,2.0,27.0
121515.0,2017-2020,2.0,36.0
121521.0,2017-2020,2.0,19.0
121529.0,2017-2020,2.0,13.0
121533.0,2017-2020,2.0,22.0
121534.0,2017-2020,2.0,38.0
121541.0,2017-2020,2.0,15.0
121544.0,2017-2020,2.0,46.0
121557.0,2017-2020,2.0,13.0
121560.0,2017-2020,2.0,12.0
121564.0,2017-2020,2.0,38.0
121570.0,2017-2020,2.0,43.0
121575.0,2017-2020,2.0,14.0
121577.0,2017-2020,2.0,19.0
121579.0,2017-2020,2.0,48.0
121581.0,2017-2020,2.0,27.0
121582.0,2017-2020,2.0,31.0
121592.0,2017-2020,2.0,29.0
121606.0,2017-2020,2.0,44.0
121610.0,2017-2020,2.0,31.0
121617.0,2017-2020,2.0,12.0
121628.0,2017-2020,2.0,12.0
121631.0,2017-2020,2.0,28.0
121634.0,2017-2020,2.0,42.0
121638.0,2017-2020,2.0,21.0
121641.0,2017-2020,2.0,44.0
121642.0,2017-2020,2.0,34.0
121652.0,2017-2020,2.0,31.0
121654.0,2017-2020,2.0,45.0
121657.0,2017-2020,2.0,49.0
121665.0,2017-2020,2.0,29.0
121666.0,2017-2020,2.0,14.0
121671.0,2017-2020,2.0,34.0
121673.0,2017-2020,2.0,20.0
121674.0,2017-2020,2.0,34.0
121684.0,2017-2020,2.0,13.0
121687.0,2017-2020,2.0,26.0
121702.0,2017-2020,2.0,16.0
121704.0,2017-2020,2.0,12.0
121711.0,2017-2020,2.0,38.0
121714.0,2017-2020,2.0,27.0
121731.0,2017-2020,2.0,42.0
121738.0,2017-2020,2.0,44.0
121749.0,2017-2020,2.0,14.0
121758.0,2017-2020,2.0,30.0
121762.0,2017-2020,2.0,27.0
121763.0,2017-2020,2.0,42.0
121764.0,2017-2020,2.0,20.0
121793.0,2017-2020,2.0,36.0
121799.0,2017-2020,2.0,30.0
121810.0,2017-2020,2.0,31.0
121814.0,2017-2020,2.0,41.0
121825.0,2017-2020,2.0,17.0
121828.0,2017-2020,2.0,18.0
121836.0,2017-2020,2.0,27.0
121841.0,2017-2020,2.0,30.0
121843.0,2017-2020,2.0,16.0
121846.0,2017-2020,2.0,36.0
121851.0,2017-2020,2.0,29.0
121854.0,2017-2020,2.0,28.0
121859.0,2017-2020,2.0,15.0
121862.0,2017-2020,2.0,13.0
121871.0,2017-2020,2.0,31.0
121874.0,2017-2020,2.0,23.0
121876.0,2017-2020,2.0,49.0
121877.0,2017-2020,2.0,33.0
121879.0,2017-2020,2.0,12.0
121885.0,2017-2020,2.0,27.0
121902.0,2017-2020,2.0,17.0
121908.0,2017-2020,2.0,16.0
121913.0,2017-2020,2.0,37.0
121919.0,2017-2020,2.0,18.0
121922.0,2017-2020,2.0,41.0
121924.0,2017-2020,2.0,29.0
121931.0,2017-2020,2.0,23.0
121932.0,2017-2020,2.0,21.0
121938.0,2017-2020,2.0,38.0
121950.0,2017-2020,2.0,41.0
121956.0,2017-2020,2.0,24.0
121970.0,2017-2020,2.0,32.0
121985.0,2017-2020,2.0,19.0
121991.0,2017-2020,2.0,26.0
122004.0,2017-2020,2.0,40.0
122018.0,2017-2020,2.0,30.0
122019.0,2017-2020,2.0,43.0
122022.0,2017-2020,2.0,47.0
122035.0,2017-2020,2.0,18.0
122041.0,2017-2020,2.0,33.0
122044.0,2017-2020,2.0,41.0
122053.0,2017-2020,2.0,47.0
122063.0,2017-2020,2.0,44.0
122064.0,2017-2020,2.0,16.0
122075.0,2017-2020,2.0,13.0
122087.0,2017-2020,2.0,12.0
122093.0,2017-2020,2.0,27.0
122095.0,2017-2020,2.0,43.0
122097.0,2017-2020,2.0,38.0
122107.0,2017-2020,2.0,34.0
122110.0,2017-2020,2.0,43.0
122116.0,2017-2020,2.0,32.0
122118.0,2017-2020,2.0,24.0
122124.0,2017-2020,2.0,16.0
122126.0,2017-2020,2.0,19.0
122127.0,2017-2020,2.0,18.0
122128.0,2017-2020,2.0,37.0
122130.0,2017-2020,2.0,19.0
122143.0,2017-2020,2.0,18.0
122152.0,2017-2020,2.0,42.0
122157.0,2017-2020,2.0,13.0
122158.0,2017-2020,2.0,20.0
122171.0,2017-2020,2.0,34.0
122180.0,2017-2020,2.0,34.0
122196.0,2017-2020,2.0,23.0
122198.0,2017-2020,2.0,16.0
122205.0,2017-2020,2.0,16.0
122207.0,2017-2020,2.0,43.0
122210.0,2017-2020,2.0,19.0
122213.0,2017-2020,2.0,36.0
122215.0,2017-2020,2.0,42.0
122217.0,2017-2020,2.0,49.0
122224.0,2017-2020,2.0,16.0
122233.0,2017-2020,2.0,20.0
122238.0,2017-2020,2.0,18.0
122253.0,2017-2020,2.0,16.0
122254.0,2017-2020,2.0,32.0
122263.0,2017-2020,2.0,21.0
122264.0,2017-2020,2.0,41.0
122265.0,2017-2020,2.0,22.0
122267.0,2017-2020,2.0,17.0
122270.0,2017-2020,2.0,16.0
122276.0,2017-2020,2.0,28.0
122278.0,2017-2020,2.0,18.0
122279.0,2017-2020,2.0,17.0
122282.0,2017-2020,2.0,25.0
122292.0,2017-2020,2.0,17.0
122294.0,2017-2020,2.0,30.0
122299.0,2017-2020,2.0,17.0
122301.0,2017-2020,2.0,39.0
122302.0,2017-2020,2.0,23.0
122303.0,2017-2020,2.0,19.0
122318.0,2017-2020,2.0,25.0
122319.0,2017-2020,2.0,31.0
122322.0,2017-2020,2.0,39.0
122323.0,2017-2020,2.0,48.0
122326.0,2017-2020,2.0,13.0
122330.0,2017-2020,2.0,27.0
122333.0,2017-2020,2.0,39.0
122334.0,2017-2020,2.0,29.0
122338.0,2017-2020,2.0,34.0
122340.0,2017-2020,2.0,36.0
122350.0,2017-2020,2.0,39.0
122356.0,2017-2020,2.0,22.0
122358.0,2017-2020,2.0,20.0
122364.0,2017-2020,2.0,19.0
122369.0,2017-2020,2.0,26.0
122373.0,2017-2020,2.0,39.0
122379.0,2017-2020,2.0,46.0
122383.0,2017-2020,2.0,22.0
122385.0,2017-2020,2.0,47.0
122390.0,2017-2020,2.0,41.0
122393.0,2017-2020,2.0,23.0
122401.0,2017-2020,2.0,43.0
122402.0,2017-2020,2.0,15.0
122408.0,2017-2020,2.0,42.0
122410.0,2017-2020,2.0,12.0
122421.0,2017-2020,2.0,19.0
122422.0,2017-2020,2.0,15.0
122430.0,2017-2020,2.0,19.0
122433.0,2017-2020,2.0,17.0
122451.0,2017-2020,2.0,22.0
122460.0,2017-2020,2.0,20.0
122462.0,2017-2020,2.0,30.0
122474.0,2017-2020,2.0,49.0
122477.0,2017-2020,2.0,35.0
122478.0,2017-2020,2.0,42.0
122487.0,2017-2020,2.0,20.0
122497.0,2017-2020,2.0,27.0
122500.0,2017-2020,2.0,23.0
122503.0,2017-2020,2.0,32.0
122512.0,2017-2020,2.0,37.0
122513.0,2017-2020,2.0,28.0
122516.0,2017-2020,2.0,45.0
122522.0,2017-2020,2.0,42.0
122524.0,2017-2020,2.0,45.0
122533.0,2017-2020,2.0,17.0
122538.0,2017-2020,2.0,17.0
122555.0,2017-2020,2.0,33.0
122578.0,2017-2020,2.0,22.0
122580.0,2017-2020,2.0,14.0
122581.0,2017-2020,2.0,31.0
122582.0,2017-2020,2.0,29.0
122586.0,2017-2020,2.0,18.0
122591.0,2017-2020,2.0,12.0
122592.0,2017-2020,2.0,26.0
122593.0,2017-2020,2.0,12.0
122598.0,2017-2020,2.0,25.0
122602.0,2017-2020,2.0,22.0
122608.0,2017-2020,2.0,19.0
122609.0,2017-2020,2.0,44.0
122617.0,2017-2020,2.0,25.0
122619.0,2017-2020,2.0,31.0
122627.0,2017-2020,2.0,31.0
122631.0,2017-2020,2.0,45.0
122634.0,2017-2020,2.0,30.0
122653.0,2017-2020,2.0,35.0
122663.0,2017-2020,2.0,24.0
122667.0,2017-2020,2.0,16.0
122684.0,2017-2020,2.0,26.0
122687.0,2017-2020,2.0,19.0
122690.0,2017-2020,2.0,17.0
122692.0,2017-2020,2.0,44.0
122693.0,2017-2020,2.0,13.0
122695.0,2017-2020,2.0,14.0
122701.0,2017-2020,2.0,27.0
122706.0,2017-2020,2.0,13.0
122722.0,2017-2020,2.0,22.0
122724.0,2017-2020,2.0,49.0
122725.0,2017-2020,2.0,23.0
122737.0,2017-2020,2.0,25.0
122740.0,2017-2020,2.0,24.0
122777.0,2017-2020,2.0,31.0
122784.0,2017-2020,2.0,47.0
122786.0,2017-2020,2.0,47.0
122790.0,2017-2020,2.0,28.0
122792.0,2017-2020,2.0,45.0
122800.0,2017-2020,2.0,34.0
122801.0,2017-2020,2.0,16.0
122806.0,2017-2020,2.0,45.0
122816.0,2017-2020,2.0,37.0
122826.0,2017-2020,2.0,21.0
122828.0,2017-2020,2.0,33.0
122833.0,2017-2020,2.0,44.0
122834.0,2017-2020,2.0,19.0
122839.0,2017-2020,2.0,30.0
122840.0,2017-2020,2.0,39.0
122846.0,2017-2020,2.0,24.0
122851.0,2017-2020,2.0,31.0
122852.0,2017-2020,2.0,36.0
122867.0,2017-2020,2.0,22.0
122869.0,2017-2020,2.0,14.0
122870.0,2017-2020,2.0,32.0
122874.0,2017-2020,2.0,35.0
122877.0,2017-2020,2.0,14.0
122883.0,2017-2020,2.0,44.0
122893.0,2017-2020,2.0,45.0
122899.0,2017-2020,2.0,16.0
122906.0,2017-2020,2.0,26.0
122911.0,2017-2020,2.0,27.0
122926.0,2017-2020,2.0,17.0
122929.0,2017-2020,2.0,26.0
122939.0,2017-2020,2.0,26.0
122946.0,2017-2020,2.0,36.0
122949.0,2017-2020,2.0,43.0
122955.0,2017-2020,2.0,31.0
122958.0,2017-2020,2.0,15.0
122967.0,2017-2020,2.0,14.0
122969.0,2017-2020,2.0,16.0
122971.0,2017-2020,2.0,16.0
122972.0,2017-2020,2.0,47.0
122975.0,2017-2020,2.0,45.0
122984.0,2017-2020,2.0,27.0
122987.0,2017-2020,2.0,46.0
122994.0,2017-2020,2.0,12.0
122996.0,2017-2020,2.0,47.0
122997.0,2017-2020,2.0,19.0
123005.0,2017-2020,2.0,47.0
123012.0,2017-2020,2.0,15.0
123014.0,2017-2020,2.0,14.0
123015.0,2017-2020,2.0,25.0
123019.0,2017-2020,2.0,18.0
123035.0,2017-2020,2.0,22.0
123051.0,2017-2020,2.0,15.0
123052.0,2017-2020,2.0,20.0
123053.0,2017-2020,2.0,46.0
123054.0,2017-2020,2.0,18.0
123064.0,2017-2020,2.0,44.0
123068.0,2017-2020,2.0,35.0
123079.0,2017-2020,2.0,40.0
123094.0,2017-2020,2.0,29.0
123096.0,2017-2020,2.0,39.0
123099.0,2017-2020,2.0,34.0
123108.0,2017-2020,2.0,35.0
123109.0,2017-2020,2.0,24.0
123115.0,2017-2020,2.0,46.0
123118.0,2017-2020,2.0,27.0
123120.0,2017-2020,2.0,43.0
123145.0,2017-2020,2.0,16.0
123151.0,2017-2020,2.0,38.0
123165.0,2017-2020,2.0,34.0
123186.0,2017-2020,2.0,28.0
123189.0,2017-2020,2.0,17.0
123207.0,2017-2020,2.0,15.0
123213.0,2017-2020,2.0,13.0
123214.0,2017-2020,2.0,39.0
123217.0,2017-2020,2.0,18.0
123222.0,2017-2020,2.0,33.0
123224.0,2017-2020,2.0,40.0
123237.0,2017-2020,2.0,40.0
123252.0,2017-2020,2.0,37.0
123257.0,2017-2020,2.0,38.0
123260.0,2017-2020,2.0,39.0
123265.0,2017-2020,2.0,22.0
123273.0,2017-2020,2.0,20.0
123286.0,2017-2020,2.0,18.0
123291.0,2017-2020,2.0,48.0
123295.0,2017-2020,2.0,31.0
123299.0,2017-2020,2.0,41.0
123307.0,2017-2020,2.0,14.0
123316.0,2017-2020,2.0,38.0
123321.0,2017-2020,2.0,28.0
123322.0,2017-2020,2.0,39.0
123329.0,2017-2020,2.0,46.0
123338.0,2017-2020,2.0,37.0
123342.0,2017-2020,2.0,35.0
123349.0,2017-2020,2.0,38.0
123354.0,2017-2020,2.0,34.0
123363.0,2017-2020,2.0,34.0
123364.0,2017-2020,2.0,42.0
123369.0,2017-2020,2.0,48.0
123373.0,2017-2020,2.0,42.0
123380.0,2017-2020,2.0,48.0
123382.0,2017-2020,2.0,19.0
123386.0,2017-2020,2.0,25.0
123389.0,2017-2020,2.0,22.0
123391.0,2017-2020,2.0,40.0
123403.0,2017-2020,2.0,47.0
123411.0,2017-2020,2.0,39.0
123413.0,2017-2020,2.0,37.0
123422.0,2017-2020,2.0,17.0
123423.0,2017-2020,2.0,36.0
123426.0,2017-2020,2.0,26.0
123430.0,2017-2020,2.0,13.0
123431.0,2017-2020,2.0,24.0
123433.0,2017-2020,2.0,31.0
123435.0,2017-2020,2.0,35.0
123436.0,2017-2020,2.0,48.0
123438.0,2017-2020,2.0,22.0
123440.0,2017-2020,2.0,39.0
123443.0,2017-2020,2.0,15.0
123446.0,2017-2020,2.0,37.0
123447.0,2017-2020,2.0,28.0
123449.0,2017-2020,2.0,13.0
123460.0,2017-2020,2.0,41.0
123463.0,2017-2020,2.0,27.0
123465.0,2017-2020,2.0,18.0
123475.0,2017-2020,2.0,26.0
123478.0,2017-2020,2.0,38.0
123480.0,2017-2020,2.0,15.0
123486.0,2017-2020,2.0,12.0
123493.0,2017-2020,2.0,32.0
123494.0,2017-2020,2.0,44.0
123505.0,2017-2020,2.0,23.0
123507.0,2017-2020,2.0,28.0
123509.0,2017-2020,2.0,48.0
123511.0,2017-2020,2.0,35.0
123512.0,2017-2020,2.0,34.0
123513.0,2017-2020,2.0,28.0
123514.0,2017-2020,2.0,41.0
123519.0,2017-2020,2.0,44.0
123534.0,2017-2020,2.0,25.0
123537.0,2017-2020,2.0,45.0
123545.0,2017-2020,2.0,42.0
123546.0,2017-2020,2.0,32.0
123551.0,2017-2020,2.0,21.0
123554.0,2017-2020,2.0,42.0
123559.0,2017-2020,2.0,12.0
123561.0,2017-2020,2.0,12.0
123564.0,2017-2020,2.0,33.0
123566.0,2017-2020,2.0,37.0
123573.0,2017-2020,2.0,16.0
123580.0,2017-2020,2.0,21.0
